transaction_id,customer_id,first_name,last_name,transaction_date,transaction_year,transaction_month,transaction_day,signup_date,signup_year,signup_month,signup_day,amount,country,clean_currency,transaction_type,merchant_category,payment_method,issuing_bank,status,fraud_flag,account_balance
TXN105375,CUST1853,Jordan,Nelson,"2025-02-12 00:00:00",2025,2,12,"2025-03-10 00:00:00",2025,3,10,-1296.52,Philippines,PHP,refund,Electronics,Cash,Landbank,Completed,0,197583.04
TXN104056,CUST1398,Daniel,Lee,"2023-05-18 21:35:00",2023,5,18,"2023-03-19 00:00:00",2023,3,19,NULL,Philippines,PHP,purchase,Utilities,E-Wallet,OCBC,Completed,0,188981.60
TXN105288,CUST1627,Rachel,Meyer,"2023-11-24 00:00:00",2023,11,24,"2024-04-26 00:00:00",2024,4,26,319.78,Philippines,PHP,Unknown,Other,"credit card",BDO,Pending,Unknown,NULL
TXN100002,CUST1387,trevor,jones,"2024-08-23 00:00:00",2024,8,23,"2024-06-02 00:00:00",2024,6,2,514.11,Philippines,PHP,deposit,Groceries,PayMaya,Chase,Pending,0,14991.86
TXN101337,CUST1572,Mr.,Williams,"2023-08-14 00:00:00",2023,8,14,"2023-08-22 00:00:00",2023,8,22,790.57,"United States",USD,withdrawal,Groceries,"credit card",BPI,Completed,0,206962.83
TXN103054,CUST1224,Michelle,Schneider,"2024-11-19 00:00:00",2024,11,19,"2024-06-16 00:00:00",2024,6,16,1104.73,Philippines,PHP,fee,Insurance,GCash,OCBC,Unknown,0,189318.91
TXN102352,CUST1361,Lindsey,Lewis,"2023-08-07 00:00:00",2023,8,7,"2024-04-20 00:00:00",2024,4,20,-223.44,Japan,JPY,refund,"Government Fees","Bank Transfer",Metrobank,Completed,0,227252.21
TXN104906,CUST1826,Heidi,Baldwin,"2023-11-05 00:00:00",2023,11,5,"2024-10-27 00:00:00",2024,10,27,-2107.01,Philippines,PHP,refund,Subscriptions,PayMaya,Chase,Unknown,0,198643.60
TXN102578,CUST1519,Robert,Ortiz,"2026-03-30 00:00:00",2026,3,30,"2023-06-02 00:00:00",2023,6,2,-1512.89,"United States",USD,refund,Investment,GCash,OCBC,Completed,0,145398.62
TXN105643,CUST1439,Sara,Caldwell,"2023-02-12 00:00:00",2023,2,12,"2025-01-13 00:00:00",2025,1,13,440.21,Philippines,PHP,deposit,Dining,"Bank Transfer",Landbank,Unknown,0,114962.69
TXN102040,CUST1445,karen,carroll,"2024-03-10 00:00:00",2024,3,10,"2024-08-23 00:00:00",2024,8,23,2502.74,Singapore,SGD,Unknown,Healthcare,Unknown,UnionBank,Reversed,0,141191.28
TXN100653,CUST1179,Lucas,Allen,"2026-03-30 00:00:00",2026,3,30,"2024-05-03 00:00:00",2024,5,3,NULL,"United States",USD,withdrawal,Fashion,Cash,UnionBank,failed,0,101333.01
TXN104291,CUST1322,Anna,Robertson,"2024-09-05 22:55:00",2024,9,5,"2023-08-26 00:00:00",2023,8,26,139.05,"United States",USD,fee,Electronics,"Credit Card",RCBC,Pending,Unknown,167908.19
TXN105786,CUST1251,kim,morrow,"2024-01-18 00:00:00",2024,1,18,"2025-10-14 00:00:00",2025,10,14,1511.60,"United States",USD,fee,Travel,"credit card",RCBC,Completed,Unknown,187148.30
TXN105775,CUST1750,bobby,hurst,"2024-10-04 00:00:00",2024,10,4,"2023-06-21 00:00:00",2023,6,21,-524.05,Singapore,SGD,refund,Insurance,PayMaya,Unknown,Reversed,0,15078.53
TXN103251,CUST1465,Erica,Wilson,"2024-07-13 06:58:00",2024,7,13,"2024-12-27 00:00:00",2024,12,27,NULL,Philippines,PHP,deposit,Healthcare,GCash,RCBC,Reversed,0,17214.28
TXN102425,CUST1500,Mary,Charles,"2025-12-31 00:00:00",2025,12,31,"2023-02-17 00:00:00",2023,2,17,1492.28,Japan,JPY,purchase,Healthcare,PayMaya,BDO,Failed,0,153959.90
TXN102553,CUST1188,Edward,Garcia,"2024-04-04 00:00:00",2024,4,4,"2025-01-06 00:00:00",2025,1,6,856.72,Singapore,SGD,transfer,Fuel,E-Wallet,BPI,Pending,0,119727.91
TXN100785,CUST1841,Diane,MD,"2025-03-24 00:00:00",2025,3,24,"2025-12-02 00:00:00",2025,12,2,-642.89,Japan,JPY,refund,"P2P Transfer","Credit Card",BDO,Failed,0,113867.14
TXN104942,CUST1022,Rhonda,Lee,"2025-06-26 00:00:00",2025,6,26,"2024-02-20 00:00:00",2024,2,20,1086.18,"United States",USD,deposit,Healthcare,"credit card",BDO,Pending,1,177327.78
TXN105484,CUST1728,Robert,Jennings,"2024-07-29 00:00:00",2024,7,29,"2025-09-25 00:00:00",2025,9,25,-5077.90,Singapore,SGD,refund,Other,"Credit Card",DBS,Completed,Unknown,13404.36
TXN102794,CUST1079,Pamela,Lopez,"2024-07-22 10:38:00",2024,7,22,"2025-12-03 00:00:00",2025,12,3,NULL,Philippines,PHP,purchase,Dining,"Debit Card",RCBC,Completed,0,226524.96
TXN100037,CUST1781,Daniel,Zavala,"2024-03-08 00:00:00",2024,3,8,"2022-10-11 00:00:00",2022,10,11,473.36,Unknown,Unknown,withdrawal,Insurance,"Credit Card",Unknown,Unknown,0,156012.88
TXN101153,CUST1742,Lauren,Bray,"2025-04-28 00:00:00",2025,4,28,"2023-02-25 00:00:00",2023,2,25,2158.49,Singapore,SGD,purchase,Utilities,Unknown,OCBC,Completed,0,122163.14
TXN102453,CUST1834,David,Reeves,"2023-03-09 00:00:00",2023,3,9,"2024-02-01 00:00:00",2024,2,1,610.30,Japan,JPY,transfer,"Government Fees",PayMaya,DBS,failed,0,85846.32
TXN100744,CUST1505,Kelli,Gomez,"2025-06-29 00:00:00",2025,6,29,"2024-04-05 00:00:00",2024,4,5,NULL,Unknown,Unknown,refund,"ATM Withdrawal",E-Wallet,Chase,failed,1,95465.51
TXN105725,CUST1505,Kelli,Gomez,"2025-01-03 00:00:00",2025,1,3,"2024-04-05 00:00:00",2024,4,5,93.66,Unknown,Unknown,purchase,dining,"Credit Card",RCBC,Reversed,0,97412.59
TXN100259,CUST1084,Justin,Butler,"2023-04-11 00:00:00",2023,4,11,"2023-07-19 00:00:00",2023,7,19,-236.54,"United States",USD,refund,"ATM Withdrawal",GCash,Chase,Pending,0,86743.99
TXN100964,CUST1429,Danielle,Steele,"2025-10-23 00:00:00",2025,10,23,"2024-07-25 00:00:00",2024,7,25,2832.25,"United States",USD,Unknown,Subscriptions,"Debit Card",UnionBank,Completed,0,115086.67
TXN100541,CUST1041,Sierra,Johnson,"2026-04-29 00:00:00",2026,4,29,"2023-01-23 00:00:00",2023,1,23,54702.00,Singapore,SGD,transfer,Entertainment,"Credit Card",Landbank,Completed,0,173573.72
TXN104164,CUST1265,Dale,Edwards,"2024-03-24 00:00:00",2024,3,24,"2022-07-24 00:00:00",2022,7,24,602.31,Japan,JPY,purchase,Electronics,GCash,OCBC,Unknown,Unknown,150470.13
TXN104235,CUST1062,Michael,Powell,"2025-10-23 00:00:00",2025,10,23,"2024-05-16 00:00:00",2024,5,16,806.68,Japan,JPY,transfer,Other,"credit card",BDO,Completed,0,211656.34
TXN100533,CUST1406,Matthew,Lopez,"2025-11-06 00:00:00",2025,11,6,"2025-02-28 00:00:00",2025,2,28,765.54,Philippines,PHP,transfer,Travel,"Debit Card",Chase,Failed,0,243385.50
TXN101921,CUST1771,Christopher,Knox,"2025-09-30 00:00:00",2025,9,30,"2025-12-25 00:00:00",2025,12,25,1250.72,"United States",USD,fee,Healthcare,"Credit Card",DBS,Completed,0,160420.90
TXN102842,CUST1092,Phillip,Underwood,"2025-05-28 17:10:00",2025,5,28,"2024-10-13 00:00:00",2024,10,13,1391.31,"United States",USD,Unknown,Healthcare,PayMaya,Metrobank,Reversed,0,38776.51
TXN100633,CUST1151,Donna,Sullivan,"2023-02-23 00:00:00",2023,2,23,"2025-09-21 00:00:00",2025,9,21,608.63,"United States",USD,fee,Other,Cash,DBS,Failed,0,127055.08
TXN104351,CUST1601,Kenneth,Williams,"2024-06-04 00:00:00",2024,6,4,"2024-01-10 00:00:00",2024,1,10,249.08,"United States",USD,purchase,Other,"credit card",BDO,failed,Unknown,8930.39
TXN100556,CUST1247,Steven,Andersen,"2026-06-05 00:00:00",2026,6,5,"2025-03-12 00:00:00",2025,3,12,235.38,Philippines,PHP,purchase,Other,PayMaya,RCBC,Completed,0,8615.28
TXN102686,CUST1460,Sara,Webb,"2026-02-04 00:00:00",2026,2,4,"2022-11-13 00:00:00",2022,11,13,-27577.60,"United States",USD,deposit,dining,"credit card",OCBC,Pending,0,122231.10
TXN104853,CUST1394,Jeremiah,Baker,"2023-11-03 09:14:00",2023,11,3,"2024-11-03 00:00:00",2024,11,3,NULL,Singapore,SGD,purchase,Travel,Unknown,OCBC,Completed,0,111376.26
TXN103122,CUST1177,ricardo,young,"2025-10-20 00:00:00",2025,10,20,"2024-02-08 00:00:00",2024,2,8,388.47,"United States",USD,purchase,Unknown,Unknown,Unknown,Completed,0,83759.20
TXN103387,CUST1407,samantha,robertson,"2024-11-08 23:58:00",2024,11,8,"2022-12-24 00:00:00",2022,12,24,3257.95,Japan,JPY,deposit,Healthcare,Unknown,Landbank,Unknown,0,NULL
TXN100590,CUST1590,Jacob,Duran,"2024-08-19 00:00:00",2024,8,19,"2023-05-07 00:00:00",2023,5,7,324.87,Unknown,Unknown,purchase,Groceries,"Debit Card",Chase,Unknown,0,218010.00
TXN102141,CUST1292,Richard,Diaz,"2025-01-08 00:00:00",2025,1,8,"2025-03-11 00:00:00",2025,3,11,93.22,Japan,JPY,purchase,"ATM Withdrawal",E-Wallet,OCBC,Unknown,0,49330.30
TXN101344,CUST1847,John,Davis,"2026-02-12 00:00:00",2026,2,12,"2022-08-29 00:00:00",2022,8,29,1078.63,Philippines,PHP,Unknown,Dining,Unknown,RCBC,Completed,0,181900.66
TXN100886,CUST1433,Matthew,Johnson,"2024-09-23 00:00:00",2024,9,23,"2025-12-26 00:00:00",2025,12,26,-398.36,Philippines,PHP,refund,Healthcare,"credit card",UnionBank,Reversed,0,218246.20
TXN104696,CUST1193,Matthew,Wright,"2026-04-08 00:00:00",2026,4,8,"2023-11-10 00:00:00",2023,11,10,244.85,Singapore,SGD,purchase,"P2P Transfer","credit card",BPI,Unknown,0,138434.03
TXN102116,CUST1015,James,Martin,"2024-04-21 00:00:00",2024,4,21,"2025-10-03 00:00:00",2025,10,3,531.60,"United States",USD,Unknown,Electronics,Cash,BDO,Completed,0,212349.96
TXN105119,CUST1408,sherry,johnson,"2024-07-11 00:00:00",2024,7,11,"2023-05-18 00:00:00",2023,5,18,-3627.03,Philippines,PHP,refund,Groceries,"Bank Transfer",Metrobank,Unknown,Unknown,NULL
TXN104452,CUST1406,Matthew,Lopez,"2026-02-02 00:00:00",2026,2,2,"2025-02-28 00:00:00",2025,2,28,1523.43,Philippines,PHP,Unknown,"P2P Transfer","Bank Transfer",Unknown,Completed,0,37150.69
TXN105893,CUST1017,Mr.,Cannon,"2025-06-09 11:00:00",2025,6,9,"2023-06-07 00:00:00",2023,6,7,504.16,Japan,JPY,Unknown,Unknown,GCash,Chase,Failed,0,111373.40
TXN100495,CUST1017,Mr.,Cannon,"2025-08-28 00:00:00",2025,8,28,"2023-06-07 00:00:00",2023,6,7,4795.65,"United States",USD,purchase,Subscriptions,PayMaya,Chase,Completed,0,NULL
TXN102866,CUST1082,Julie,Alexander,"2023-03-23 00:00:00",2023,3,23,"2022-11-26 00:00:00",2022,11,26,1020.54,Philippines,PHP,purchase,Insurance,E-Wallet,Metrobank,Completed,0,24795.49
TXN102297,CUST1298,Paul,Sheppard,"2025-02-10 00:00:00",2025,2,10,"2023-04-13 00:00:00",2023,4,13,-128.28,Singapore,SGD,refund,Other,"Debit Card",DBS,Unknown,0,182043.97
TXN100362,CUST1418,Lindsay,Guerrero,"2023-02-28 00:00:00",2023,2,28,"2023-05-31 00:00:00",2023,5,31,-2160.50,Philippines,PHP,refund,Groceries,"Debit Card",RCBC,Unknown,Unknown,1655.69
TXN102027,CUST1862,Ann,Henderson,"2025-03-18 00:00:00",2025,3,18,"2022-08-24 00:00:00",2022,8,24,908.00,"United States",USD,purchase,Dining,E-Wallet,BPI,Completed,0,216672.58
TXN104278,CUST1466,Stephanie,Ferguson,"2023-08-02 00:00:00",2023,8,2,"2022-08-05 00:00:00",2022,8,5,1392.58,Japan,JPY,purchase,Other,"Debit Card",BDO,Pending,0,94296.62
TXN101150,CUST1787,Jonathan,Zimmerman,"2024-04-22 00:00:00",2024,4,22,"2025-11-09 00:00:00",2025,11,9,1431.98,"United States",USD,purchase,Entertainment,Cash,Unknown,Completed,0,191645.93
TXN103365,CUST1066,Alex,Hernandez,"2023-05-25 00:00:00",2023,5,25,"2024-02-18 00:00:00",2024,2,18,-500.70,Japan,JPY,refund,Electronics,"Bank Transfer",UnionBank,failed,Unknown,190235.92
TXN104190,CUST1065,Alec,Ryan,"2023-06-12 00:00:00",2023,6,12,"2025-10-29 00:00:00",2025,10,29,584.40,Unknown,Unknown,purchase,"P2P Transfer",PayMaya,BDO,Completed,0,107616.03
TXN102836,CUST1354,Ryan,Wiley,"2026-03-14 00:00:00",2026,3,14,"2023-03-23 00:00:00",2023,3,23,284.59,"United States",USD,deposit,Entertainment,Cash,UnionBank,Completed,0,230049.99
TXN103892,CUST1837,Susan,Mccann,"2023-04-11 00:00:00",2023,4,11,"2023-11-28 00:00:00",2023,11,28,-396.64,Singapore,SGD,refund,Entertainment,"Debit Card",BDO,Unknown,0,148629.59
TXN101032,CUST1655,Susan,Wallace,"2025-03-18 00:00:00",2025,3,18,"2023-03-04 00:00:00",2023,3,4,-522.06,Philippines,PHP,refund,Dining,"Debit Card",Chase,Unknown,0,NULL
TXN105229,CUST1727,Victoria,Romero,"2023-12-16 00:00:00",2023,12,16,"2023-06-22 00:00:00",2023,6,22,186.77,Philippines,PHP,purchase,Groceries,"Credit Card",BPI,Unknown,Unknown,100525.23
TXN103989,CUST1696,Timothy,Cole,"2026-03-01 03:23:00",2026,3,1,"2024-09-25 00:00:00",2024,9,25,264.31,Unknown,Unknown,purchase,Travel,E-Wallet,Metrobank,Unknown,1,63231.82
TXN102755,CUST1093,Catherine,Richards,"2025-05-09 00:00:00",2025,5,9,"2023-12-07 00:00:00",2023,12,7,740.70,Philippines,PHP,deposit,Electronics,PayMaya,BPI,failed,0,213394.56
TXN101544,CUST1543,Jason,Goodwin,"2023-03-21 00:00:00",2023,3,21,"2024-07-03 00:00:00",2024,7,3,977.13,Philippines,PHP,withdrawal,"P2P Transfer","Debit Card",BDO,Reversed,0,10225.34
TXN102031,CUST1410,Andre,Watson,"2023-02-03 00:00:00",2023,2,3,"2024-06-07 00:00:00",2024,6,7,2240.55,"United States",USD,deposit,Fashion,"Credit Card",Landbank,Completed,1,249133.31
TXN100662,CUST1468,Elizabeth,Molina,"2023-09-04 00:00:00",2023,9,4,"2025-07-17 00:00:00",2025,7,17,120.54,"United States",USD,withdrawal,Groceries,Cash,OCBC,Completed,0,93626.32
TXN100993,CUST1112,Melissa,Bryant,"2026-03-04 00:00:00",2026,3,4,"2023-05-03 00:00:00",2023,5,3,54.34,Philippines,PHP,purchase,Subscriptions,Cash,RCBC,Completed,0,136888.73
TXN100648,CUST1817,DEBRA,MITCHELL,"2025-12-18 01:58:00",2025,12,18,"2023-05-04 00:00:00",2023,5,4,4010.92,Singapore,SGD,fee,Education,Cash,Unknown,Unknown,0,27094.96
TXN102310,CUST1238,Jeremy,Adams,"2026-02-24 12:13:00",2026,2,24,"2024-10-16 00:00:00",2024,10,16,-668.52,Japan,JPY,refund,Dining,"Debit Card",Unknown,Failed,0,NULL
TXN103091,CUST1724,Robert,Barton,"2024-02-25 00:00:00",2024,2,25,"2024-01-30 00:00:00",2024,1,30,178.00,Japan,JPY,deposit,Groceries,"Credit Card",BDO,Completed,0,1455.66
TXN101712,CUST1281,Alyssa,Nelson,"2023-05-04 00:00:00",2023,5,4,"2025-10-18 00:00:00",2025,10,18,382.79,Philippines,PHP,deposit,Other,Unknown,BPI,failed,0,NULL
TXN100070,CUST1731,erika,gonzalez,"2023-12-20 00:00:00",2023,12,20,"2022-11-06 00:00:00",2022,11,6,-2338.13,"United States",USD,refund,Fashion,"credit card",Chase,Failed,0,59790.57
TXN104893,CUST1577,Karina,Kim,"2025-11-11 00:00:00",2025,11,11,"2023-02-27 00:00:00",2023,2,27,641.80,Philippines,PHP,Unknown,"Government Fees",GCash,OCBC,Completed,0,151745.29
TXN103521,CUST1051,Robert,Potter,"2023-10-10 00:00:00",2023,10,10,"2022-09-01 00:00:00",2022,9,1,284.89,Singapore,SGD,fee,Fuel,"Debit Card",UnionBank,Completed,0,69675.97
TXN104596,CUST1751,Kathleen,Golden,"2023-10-24 00:00:00",2023,10,24,"2025-10-06 00:00:00",2025,10,6,304.04,Singapore,SGD,fee,Unknown,"Bank Transfer",BPI,Pending,0,40773.54
TXN102732,CUST1527,Megan,Ward,"2023-10-05 00:00:00",2023,10,5,"2025-03-26 00:00:00",2025,3,26,340.64,Japan,JPY,deposit,Other,GCash,Unknown,Unknown,0,201377.24
TXN101686,CUST1778,DANIEL,LOPEZ,"2025-04-03 00:00:00",2025,4,3,"2025-05-15 00:00:00",2025,5,15,585.31,Singapore,SGD,purchase,dining,"Debit Card",Landbank,Pending,0,153060.17
TXN102775,CUST1280,brent,hall,"2025-05-23 00:00:00",2025,5,23,"2023-11-22 00:00:00",2023,11,22,66.57,"United States",USD,purchase,"ATM Withdrawal",GCash,Metrobank,failed,0,NULL
TXN101312,CUST1740,David,Hansen,"2025-12-09 00:00:00",2025,12,9,"2022-12-20 00:00:00",2022,12,20,233.36,Philippines,PHP,transfer,dining,GCash,Chase,Failed,0,219032.83
TXN105197,CUST1440,David,Hall,"2023-10-04 00:00:00",2023,10,4,"2025-07-25 00:00:00",2025,7,25,3900.55,"United States",USD,deposit,Unknown,Cash,UnionBank,failed,0,65398.94
TXN104058,CUST1508,Roy,Johnson,"2026-03-18 00:00:00",2026,3,18,"2024-09-15 00:00:00",2024,9,15,3310.73,Japan,JPY,purchase,Investment,Cash,DBS,failed,Unknown,157365.99
TXN102937,CUST1470,Tammy,Hughes,"2023-06-05 00:00:00",2023,6,5,"2023-05-21 00:00:00",2023,5,21,1502.07,Philippines,PHP,purchase,"Government Fees",Cash,BDO,Failed,Unknown,128266.10
TXN105780,CUST1368,Danielle,Phillips,"2023-10-08 00:00:00",2023,10,8,"2022-10-24 00:00:00",2022,10,24,887.18,Singapore,SGD,deposit,Unknown,"Credit Card",UnionBank,Completed,0,NULL
TXN103414,CUST1614,Mario,Young,"2025-07-07 00:00:00",2025,7,7,"2025-10-22 00:00:00",2025,10,22,55.00,Unknown,Unknown,purchase,Education,"Debit Card",Unknown,Unknown,0,228496.72
TXN103668,CUST1638,DIANA,FULLER,"2023-11-28 21:26:00",2023,11,28,"2023-09-23 00:00:00",2023,9,23,162.25,"United States",USD,Unknown,Utilities,"credit card",DBS,Failed,Unknown,27765.22
TXN102585,CUST1242,Melanie,Larson,"2025-07-12 00:00:00",2025,7,12,"2022-10-11 00:00:00",2022,10,11,2730.39,Philippines,PHP,Unknown,Utilities,"Debit Card",BPI,Completed,0,195474.79
TXN104380,CUST1137,Jason,Davis,"2025-11-04 04:12:00",2025,11,4,"2025-11-03 00:00:00",2025,11,3,339.69,"United States",USD,withdrawal,Fuel,"Debit Card",Chase,Pending,0,11454.20
TXN104202,CUST1224,Michelle,Schneider,"2023-08-01 10:08:00",2023,8,1,"2024-06-16 00:00:00",2024,6,16,1739.56,Singapore,SGD,fee,Groceries,Unknown,OCBC,failed,0,211715.30
TXN104555,CUST1491,robert,phelps,"2026-04-02 18:57:00",2026,4,2,"2024-11-08 00:00:00",2024,11,8,792.84,"United States",USD,purchase,Fashion,Cash,OCBC,Reversed,0,224428.45
TXN105150,CUST1045,Mrs.,Reed,"2025-08-31 00:00:00",2025,8,31,"2025-08-26 00:00:00",2025,8,26,224.22,Philippines,PHP,transfer,Healthcare,"credit card",RCBC,Reversed,0,89366.54
TXN100009,CUST1069,Lori,Garcia,"2024-11-07 00:00:00",2024,11,7,"2025-03-30 00:00:00",2025,3,30,81.08,Philippines,PHP,transfer,"Government Fees",Cash,DBS,Unknown,0,73161.67
TXN100873,CUST1315,Rodney,Williams,"2023-09-08 00:00:00",2023,9,8,"2025-01-29 00:00:00",2025,1,29,-537.52,Philippines,PHP,refund,Fuel,GCash,BDO,Failed,0,108787.83
TXN104001,CUST1660,Denise,Moore,"2023-08-12 00:00:00",2023,8,12,"2022-11-11 00:00:00",2022,11,11,299.98,Philippines,PHP,deposit,dining,E-Wallet,OCBC,Completed,0,36198.81
TXN105218,CUST1669,Cynthia,Sanchez,"2026-01-11 01:20:00",2026,1,11,"2023-03-27 00:00:00",2023,3,27,2632.59,"United States",USD,purchase,Other,Unknown,UnionBank,failed,0,8513.88
TXN102741,CUST1710,Mr.,Howard,"2026-04-28 00:00:00",2026,4,28,"2025-06-28 00:00:00",2025,6,28,-476.31,Philippines,PHP,refund,Fashion,"Bank Transfer",UnionBank,Completed,0,NULL
TXN105145,CUST1081,Denise,Mccann,"2024-09-21 00:00:00",2024,9,21,"2025-07-23 00:00:00",2025,7,23,-478.12,Philippines,PHP,refund,Education,"Debit Card",UnionBank,Completed,0,29455.34
TXN104153,CUST1656,Morgan,Mills,"2025-07-30 00:00:00",2025,7,30,"2025-12-23 00:00:00",2025,12,23,83.05,"United States",USD,withdrawal,Education,Cash,Chase,Completed,Unknown,81416.26
TXN105829,CUST1754,Stephanie,Parker,"2025-09-30 00:00:00",2025,9,30,"2023-01-09 00:00:00",2023,1,9,696.82,Unknown,Unknown,transfer,Healthcare,PayMaya,UnionBank,Completed,Unknown,36591.40
TXN104673,CUST1378,Sarah,Valencia,"2025-03-06 00:00:00",2025,3,6,"2024-07-21 00:00:00",2024,7,21,668.11,Philippines,PHP,transfer,"P2P Transfer",E-Wallet,DBS,Completed,0,170540.74
TXN105558,CUST1018,Jenny,Lewis,"2023-10-03 00:00:00",2023,10,3,"2024-10-11 00:00:00",2024,10,11,480.46,Japan,JPY,transfer,Education,PayMaya,Chase,Completed,0,NULL
TXN103071,CUST1522,Richard,Avery,"2025-01-19 16:36:00",2025,1,19,"2025-04-22 00:00:00",2025,4,22,2557.59,"United States",USD,transfer,Other,"Debit Card",Unknown,Completed,Unknown,NULL
TXN105281,CUST1481,Tiffany,Jackson,"2023-06-22 00:00:00",2023,6,22,"2025-03-18 00:00:00",2025,3,18,698.56,Japan,JPY,withdrawal,Travel,Cash,Landbank,Completed,Unknown,NULL
TXN105066,CUST1399,Brittany,Larson,"2023-06-07 00:00:00",2023,6,7,"2024-06-14 00:00:00",2024,6,14,176.92,Philippines,PHP,Unknown,Fuel,Cash,DBS,Pending,0,77827.51
TXN100284,CUST1763,Jill,Powers,"2026-03-28 00:00:00",2026,3,28,"2023-08-14 00:00:00",2023,8,14,845.60,Singapore,SGD,fee,Unknown,E-Wallet,Metrobank,Completed,0,NULL
TXN102036,CUST1373,Raven,Mclaughlin,"2026-05-13 00:00:00",2026,5,13,"2023-09-30 00:00:00",2023,9,30,NULL,"United States",USD,fee,"ATM Withdrawal",Cash,UnionBank,Completed,1,144110.56
TXN103050,CUST1458,Cheryl,Morgan,"2025-07-15 00:00:00",2025,7,15,"2024-07-25 00:00:00",2024,7,25,124.00,"United States",USD,fee,Groceries,"credit card",UnionBank,Unknown,Unknown,80481.61
TXN105443,CUST1026,Dr.,Martin,"2025-08-21 00:00:00",2025,8,21,"2023-07-03 00:00:00",2023,7,3,362.14,Philippines,PHP,purchase,"Government Fees","Bank Transfer",Unknown,Reversed,0,236724.40
TXN103383,CUST1837,Susan,Mccann,"2025-11-19 00:00:00",2025,11,19,"2023-11-28 00:00:00",2023,11,28,2976.03,Singapore,SGD,fee,Entertainment,"Credit Card",RCBC,failed,0,15871.19
TXN101897,CUST1013,Patricia,Peterson,"2026-04-24 00:00:00",2026,4,24,"2025-07-27 00:00:00",2025,7,27,899.84,Japan,JPY,purchase,Subscriptions,"Bank Transfer",BPI,Failed,0,218467.82
TXN102226,CUST1012,James,Ferrell,"2023-03-15 00:00:00",2023,3,15,"2025-08-07 00:00:00",2025,8,7,-143.26,Philippines,PHP,refund,Fashion,Cash,UnionBank,Completed,0,97008.41
TXN102791,CUST1671,michelle,copeland,"2023-10-11 20:43:00",2023,10,11,"2022-11-05 00:00:00",2022,11,5,2370.44,Philippines,PHP,fee,Education,"Credit Card",Chase,Failed,0,51642.32
TXN102370,CUST1656,Morgan,Mills,"2024-05-25 00:00:00",2024,5,25,"2025-12-23 00:00:00",2025,12,23,244.09,Singapore,SGD,Unknown,Subscriptions,PayMaya,BPI,Completed,0,175351.70
TXN102837,CUST1148,Mrs.,Dough,"2023-06-25 00:00:00",2023,6,25,"2022-07-13 00:00:00",2022,7,13,-3906.80,"United States",USD,refund,"P2P Transfer","Bank Transfer",BDO,Failed,0,162738.64
TXN103734,CUST1796,Bryan,Burns,"2023-05-22 00:00:00",2023,5,22,"2025-01-31 00:00:00",2025,1,31,2333.08,Unknown,Unknown,purchase,Investment,PayMaya,BPI,failed,0,72750.88
TXN102534,CUST1278,Nicole,Marquez,"2023-05-09 15:03:00",2023,5,9,"2024-06-23 00:00:00",2024,6,23,NULL,Japan,JPY,withdrawal,Groceries,"credit card",BDO,Pending,1,208825.96
TXN100498,CUST1896,Lisa,Thomas,"2024-06-12 00:00:00",2024,6,12,"2024-09-08 00:00:00",2024,9,8,NULL,Unknown,Unknown,deposit,Fuel,Cash,UnionBank,Completed,0,137938.91
TXN104649,CUST1286,Richard,Hardy,"2024-03-29 00:00:00",2024,3,29,"2023-02-05 00:00:00",2023,2,5,729.43,Philippines,PHP,Unknown,Other,"credit card",RCBC,Pending,1,80704.89
TXN105358,CUST1785,Christopher,Mason,"2026-02-21 00:00:00",2026,2,21,"2025-03-05 00:00:00",2025,3,5,767.39,Japan,JPY,purchase,Groceries,Cash,RCBC,Pending,0,214560.39
TXN103447,CUST1766,Donna,Shaffer,"2024-05-31 00:00:00",2024,5,31,"2025-06-05 00:00:00",2025,6,5,665.67,"United States",USD,withdrawal,"ATM Withdrawal",Cash,Unknown,Completed,1,197365.63
TXN100379,CUST1668,Robert,Robles,"2025-08-25 00:00:00",2025,8,25,"2024-02-13 00:00:00",2024,2,13,788.82,Philippines,PHP,transfer,dining,GCash,Unknown,Pending,Unknown,9619.14
TXN104366,CUST1707,Nicholas,Waters,"2024-07-08 00:00:00",2024,7,8,"2022-07-05 00:00:00",2022,7,5,447.89,Philippines,PHP,purchase,Other,Cash,OCBC,Pending,0,NULL
TXN102335,CUST1873,Rachel,Lee,"2023-11-29 00:00:00",2023,11,29,"2022-07-31 00:00:00",2022,7,31,2928.00,Singapore,SGD,Unknown,Travel,PayMaya,Unknown,Completed,0,NULL
TXN101052,CUST1151,Donna,Sullivan,"2025-05-20 00:00:00",2025,5,20,"2025-09-21 00:00:00",2025,9,21,266.26,Unknown,Unknown,deposit,Investment,Cash,DBS,Completed,0,92578.73
TXN100190,CUST1820,Nathan,Casey,"2025-05-22 00:00:00",2025,5,22,"2023-07-19 00:00:00",2023,7,19,118889.00,Japan,JPY,purchase,Fashion,"credit card",Landbank,Unknown,0,197998.97
TXN102614,CUST1216,gary,wells,"2024-05-13 00:00:00",2024,5,13,"2023-08-27 00:00:00",2023,8,27,975.72,Japan,JPY,Unknown,Education,"Debit Card",BPI,Completed,Unknown,49697.15
TXN101720,CUST1291,Vincent,Novak,"2024-09-27 00:00:00",2024,9,27,"2023-08-24 00:00:00",2023,8,24,1812.57,Philippines,PHP,purchase,Insurance,"Debit Card",Unknown,Completed,Unknown,86317.44
