transaction_id,customer_id,customer_name,email,signup_date,transaction_date,amount,currency,transaction_type,merchant_category,payment_method,issuing_bank,country,status,fraud_flag,account_balance_after
TXN105510,CUST1474,Abigail Owens,billmcfarland@example.net,2022-09-06,01-03-2026,-933.6,php,Refund,dining ,GCash,RCBC,USA,Reversed,,240233.47
TXN101908,CUST1260,Anna Hardy,brettbennett@example.net,2024-08-12,2026-04-12,401.21,JPY,Withdrawal,groceries,PayMaya  ,BDO,Philippines,,0,154467.93
TXN105198,CUST1225,William Evans,janet75@example.com,2023-09-22,2025/02/22 12:35,700.66,php,purchase,Insurance,Bank Transfer,UnionBank,US,completed,,207915.36
TXN105372,CUST1574,Jacqueline Davis,vincentparks@example.com,2025-10-05,05/03/23,135.63,PHP,Purchase,,DEBIT CARD  ,Chase,Philippines ,,FALSE,189277.39
TXN105262,CUST1549,Heather Nunez,champton@example.org,2023-11-03,2023/06/13 13:18,124.53,USD,,othr,Bank Transfer,Metrobank,Philippines ,,Yes,217507.26
TXN105238,CUST1765,Gregory Madden,lewispamela@example.net,2025-12-23,14/08/24,402.37,JPY,purchase,,Cash,Metrobank,Japan,Failed,FALSE,84138.18
TXN103938,CUST1535,Justin White,michael94@example.org,2025-10-26,"April 09, 2023",244.36,php,Deposit,,Debit Card,BDO,Japan,Reversed,,49639.93
TXN101405,CUST1628,Nicholas Grant,leescott@example.com,2025-03-18,"October 02, 2024",1056.27,JPY,purchase,Electronics,PayMaya,,Japan,COMPLETED,,244263.24
TXN101910,CUST1022,Rhonda Lee,hopkinsmichael@example.com,2024-02-20,2025-11-12,480.27,PHP ,purchase,GROCERIES,Debit Card,DBS,United States,,No,240888.25
TXN102198,CUST1203,Anna Davidson,georgeweber@example.net,09/08/2023,"April 23, 2025",-382.28,PHP ,Refund,Electronics,Debit Card,UnionBank,PH,,FALSE,
TXN105409,CUST1224,Michelle Schneider,chelsea33@example.com,2024-06-16,05-09-2024,4542.08,Php,Purchase,P2P Transfer,,OCBC,Philippines ,COMPLETED,,189204.78
TXN100835,CUST1593,Ethan Ingram,samantha88@example.net,2025-09-29,10-03-2026,-159.73,SGD,Refund,Others,cash,UnionBank,PHL,Pending,No,234378.32
TXN105982,CUST1530,Jared Smith,richardrodriguez@example.org,2024-04-07,2023/06/14 05:39,-757.71,JPY,REFUND,Utilities,,DBS,Singapore,failed,FALSE,148479.94
TXN102813,CUST1569,Steven Wright,hclayton@example.net,2023-05-18,2026-03-28,371.51,PHP ,Purchase,Utilities,PayMaya,UnionBank,United States,failed,Yes,219045.29
TXN100309,CUST1314,Patricia Simpson,armstrongjoseph@example.net,2025-05-21,07/19/2023,,,Refund,Others,cash,UnionBank,PH,Pending,,133381.06
TXN101412,CUST1527,Megan Ward,cantrellchristopher@example.com,2025-03-26,2025/12/23 16:59,-382.5,PHP ,REFUND,Others,cash,UnionBank,PH,Pending,0,50217.95
TXN100775,CUST1058,Steven Miller,jessebenson@example.net,2023-04-03,"June 04, 2025",519.44,SGD  ,Purchase,ATM Withdrawal,Bank Transfer,,USA,,,103825.37
TXN100484,CUST1515,Todd Gregory,xboyd@example.org,2024-12-11,12/11/2025,798.79,Php,Transfer,groceries,Bank Transfer,BDO,Singapore,Pending,FALSE,152130.33
TXN105618,CUST1057,Richard Washington,joshuajones@example.com,2023-04-29,18-12-2025,N/A,PHP,Purchase,Groceries  ,Debit Card,Chase,Japan,failed,,92815.88
TXN100367,CUST1217,Carla Ewing,brittney88@example.net,2024-03-21,2023/01/09 16:49,270.34,,Withdrawal,Electronics,,Landbank,Philippines,failed,0,56538.9
TXN100570,CUST1108,Ashlee Jackson,rebecca05@example.org,2023-07-13,03/10/24,647.69,USD,,Government Fees,DEBIT CARD,Metrobank,JP,Completed,0,26680.08
TXN104272,CUST1800,Jerry Farrell,cstevens@example.org,2024-06-14,10/09/25,336.43,JPY,purchase,GROCERIES,credit card,BDO,Singapore,failed,No,126538.42
TXN100649,CUST1544,Melissa Olsen,linda86@example.com,2023-03-11,"November 17, 2025",188.49,PHP ,Deposit,Subscriptions,PayMaya,Metrobank,,,0,164632.4
TXN100040,CUST1774,Michael Howard,nelsonrobert@example.com,2022-09-04,28-11-2025,1625.84,,Withdrawal,ATM Withdrawal,Debit Card,RCBC,USA,failed,0,221859.58
TXN103515,CUST1120,Alexis Herrera,VRICHARDSON@EXAMPLE.NET,2023-06-04,"February 17, 2023",492.64,,Purchase,Others,GCash,BPI,SG,Failed,FALSE,78269.98
TXN100441,CUST1382,Tammy Ponce,daniellegarcia@example.com,2022-12-30,2024-09-22,358.27,php,purchase,Government Fees,DEBIT CARD,Chase,Philippines ,COMPLETED  ,FALSE,173826.77
TXN101593,CUST1571,Mrs. Melanie Collins,ERIC08@EXAMPLE.NET,2022-12-07,2023/05/22 11:50,839.72,PHP ,purchase,Subscriptions,,Chase,United States,Pending,FALSE,71986.63
TXN102263,CUST1736,Laura Tran,christophervincent@example.com,2025-07-09,16-09-2024,1215.79,,purchase,Government Fees,GCash,Chase,Philippines ,Failed,0,119037.54
TXN100896,CUST1642,John Martinez,mark68@example.org,2024-12-09,22-01-2026,227.24,,,Electronics,GCash,BDO,US,completed,FALSE,62121.21
TXN101071,CUST1601,Kenneth Williams,zbaker@example.net,2024-01-10,18/06/23,4688.38,,Purchase,dining ,e-wallet,BDO,Japan,Reversed,No,69207.6
TXN101541,CUST1181,Paul Kelly,cooperjessica@example.net,2022-11-13,28-03-2024,1323.71,PHP,,Fashion,PayMaya,,,Completed  ,,
TXN101404,CUST1255,erica turner,valerieboyd@example.com,2023-07-23,2024-12-30,₱-435.32,PHP,Refund,Healthcare,PayMaya,DBS,US,Completed,0,168278.89
TXN100351,CUST1473,Nancy Wilson,pattersonangela@example.org,2023-01-25,05-11-2023,1667.57,php,purchase,Travel,,Landbank,Singapore,Reversed,FALSE,115770.45
TXN103562,CUST1874,Christian Park,cruiz@example.net,2023-05-10,30/09/25,388.43,SGD,Transfer,P2P Transfer,Debit Card,OCBC,USA,Pending,0,66236.62
TXN105795,CUST1821,Troy Mosley,sandersmary@example.org,2023-05-01,"January 11, 2024",405.35,php,Deposit,Others,PayMaya,OCBC,PH,Pending,FALSE,93642.19
TXN105140,CUST1534,Joseph Haynes,john16@example.net,2025-02-14,2026-03-07,61442.99999999999,,Deposit,dining ,Debit Card,,US,Pending,Yes,
TXN105472,CUST1764,Terri Kerr,raymond65@example.com,2023-10-23,2026-02-06,495.45,SGD,Fee,Dining,e-wallet,Metrobank,PH,Failed,FALSE,31408.2
TXN101269,CUST1138,Kara Davis,,2023-10-23,01/16/2023,,JPY,Deposit,dining ,,Metrobank,Philippines ,COMPLETED,No,189448.9
TXN100867,CUST1871,Megan Ballard,martinezalexander@example.org,2025-05-11,2026/06/17 12:24,-1276.38,USD  ,REFUND,Subscriptions,DEBIT CARD,Landbank,,,No,206349.83
TXN104184,CUST1157,Eric Hill,bellcharles@example.com,2024-02-01,29-10-2024,501.32,Php,Withdrawal,Insurance,Cash,,,,,68105.32
TXN102031,CUST1410,Andre Watson,ethompson@example.net,2024-06-07,"February 03, 2023",2240.55,php,Deposit,Fashion,Credit Card,Landbank,USA,completed,TRUE,249133.31
TXN100945,CUST1398,daniel lee,hendersonvanessa@example.com,2023-03-19,2023-12-29,2065.15,USD,purchase,Entertainment,credit card,Metrobank,JP,completed,0,226582.74
TXN101689,CUST1873,Rachel Lee,kayla27@example.com,2022-07-31,"March 17, 2025",402.99,,Withdrawal,ATM Withdrawal,e-wallet,UnionBank,Japan,failed,,
TXN105146,CUST1285,Ashley Davis,CARLSONKRISTEN@EXAMPLE.COM,2022-07-19,07/25/2023,444.53,JPY,Fee,Dining,cash,Landbank,,,0,27486.01
TXN100072,CUST1686,Rebecca Edwards,bergeramanda@example.org,2024-02-23,14/12/25,"₱3,112.16",SGD,purchase,Travel,GCash,UnionBank,US,failed,No,158565.66
TXN104874,CUST1444,Mariah Robles,andersonjessica@example.org,2022-11-13,16-11-2025,279.99,JPY,Withdrawal,Subscriptions,Debit Card,Landbank,USA,Completed,No,138977.12
TXN105086,CUST1006,Jamie Chavez,francisco53@example.net,2023-06-10,"May 20, 2025",-1133.48,JPY,Refund,Education,DEBIT CARD,Chase,Singapore,Completed,FALSE,198997.27
TXN104347,CUST1256,Travis Hobbs,conniesimmons@example.com,2022-09-01,04/04/2024,847.36,SGD,purchase,Fashion,,OCBC,,Failed,No,222760.62
TXN100994,CUST1240,Elizabeth Mendez,susanmendoza@example.com,2025-02-13,2024/10/05 19:18,878.51,PHP ,,Healthcare,credit card,Chase,JP,Reversed,FALSE,28124.79
TXN100762,CUST1261,Chelsea Gill,timothybooth@example.com,2023-07-26,"August 23, 2024",1204.87,PHP ,Transfer,dining ,PayMaya,BPI,Philippines ,completed,No,162725.17
TXN104882,CUST1548,Alejandro Martinez,barbarasantos@example.net,2023-02-12,"July 22, 2023",N/A,,Refund,Healthcare,credit card,,Philippines,completed,,91356.13
TXN102137,CUST1767,BRIANA TURNER,carl96@example.org,2022-07-12,25-06-2023,"₱2,106.19",JPY,Transfer,Education,e-wallet,Chase,SG,COMPLETED,No,35023.71
TXN102835,CUST1628,Nicholas Grant,leescott@example.com,2025-03-18,09/09/25,-1122.04,php,Refund,Education,PayMaya,Landbank,Singapore,COMPLETED,,210627.34
TXN100173,CUST1548,Alejandro Martinez,barbarasantos@example.net,2023-02-12,21/04/25,-1693.52,Php,REFUND,Fuel,PayMaya,,Japan,COMPLETED,,
TXN102065,CUST1388,Anna Wheeler,bbush@example.net,2023-01-30,05-01-2024,828.83,SGD,Purchase,Fuel,DEBIT CARD,DBS,SG,COMPLETED,No,43371.45
TXN102856,CUST1721,Gabriela Martinez,katherinejackson@example.com,2024-06-10,04/07/2023,1088.04,JPY,Deposit,Dining,cash,DBS,JP,completed  ,FALSE,
TXN101734,CUST1380,Kristina Preston,jeffrey92@example.com,2023-07-31,2025/07/31 16:24,618.58,php,Purchase,Fuel,GCash,Chase,JP,,FALSE,87205.94
TXN105617,CUST1131,Derek Martinez,vfox@example.org,2024-03-03,13/05/24,250.60,PHP ,Withdrawal,groceries,Credit Card,UnionBank,Philippines ,failed,TRUE,
TXN103736,CUST1589,Mary Ferguson,umahoney@example.net,2025-12-22,2023-04-03,1370.49,PHP ,Deposit,Dining,GCash,Landbank,JP,Failed,No,94624.37
TXN105386,CUST1176,Susan Smith,marydunn@example.net,08/20/2024,23-11-2025,219.66,PHP ,Fee,ATM Withdrawal,Bank Transfer,UnionBank,Singapore,COMPLETED,0,133226.95
TXN102852,CUST1335,Matthew Wright,kimberly04@example.org,2024-04-25,2025/02/19 00:32,2940.18,Php,,groceries,,RCBC,PH,failed,No,216771.96
TXN102511,CUST1727,Victoria Romero,qtownsend@example.org,2023-06-22,01/03/2024,-2054.16,USD,Refund,Education,GCash,Chase,PH,Completed,No,13265.79
TXN102958,CUST1408,Sherry Johnson,nancygonzalez@example.org,2023-05-18,2023-07-04,1093.64,SGD,,Others,PayMaya,Metrobank,USA,completed,,101725.75
TXN103187,CUST1219,Melissa Johnson,pbaker@example.net,2024-07-11,"July 23, 2024","1,283.99",php,Deposit,dining ,PayMaya,RCBC,US,Pending,FALSE,100230.03
TXN103175,CUST1376,Andrew Brown,ANDREWWOODS@EXAMPLE.COM,2025-09-19,26-01-2023,494.82,SGD,Deposit,Insurance,cash,BDO,Philippines,COMPLETED,No,
TXN101780,CUST1212,Martha Ruiz,booneryan@example.com,2025-01-18,21/09/25,542.16,Php,Deposit,Investment,Bank Transfer,Metrobank,United States,completed,No,211130.98
TXN102351,CUST1240,Elizabeth Mendez,susanmendoza@example.com,2025-02-13,05/27/2026,904.33,SGD,Withdrawal,Investment,Cash,BDO,USA,completed,FALSE,33256.35
TXN101775,CUST1621,Richard Rodriguez,anthonyodom@example.net,2023-06-10,02/05/25,-4003.97,USD,Refund,Electronics,GCash,BPI,PH,Completed,FALSE,107400.25
TXN101534,CUST1726,HANNAH SMITH,JAMESDOWNS@EXAMPLE.ORG,2024-09-01,2025/01/14 02:02,-200.11,SGD,Refund,Dining,GCash,UnionBank,PHL,Reversed,0,234797.59
TXN100838,CUST1624,Jason Novak,stephanie33@example.org,2022-09-26,03/03/2023,2597.0,Php,purchase,,DEBIT CARD,OCBC,PH,Failed,,183333.99
TXN103105,CUST1706,Jessica Mendez,gainesjennifer@example.org,2022-08-17,02/18/2024,"1,064.86",PHP,Fee,Fashion,PayMaya,OCBC,Philippines ,Reversed,FALSE,72170.79
TXN103765,CUST1090,Melissa Bender,mkim@example.org,2025-08-13,2024-02-23,3187.81,USD,Purchase,,credit card,OCBC,Singapore,Pending,FALSE,174159.84
TXN103334,CUST1652,ryan morgan,ksims@example.net,2024-08-16,15-03-2025,755.2,,purchase,Groceries,DEBIT CARD,Chase,US,failed,0,210694.79
TXN105561,CUST1478,Samantha Zavala MD,sean99@example.org,2025-11-10,14/05/23,1400.65,JPY,purchase,Subscriptions,Bank Transfer,UnionBank,United States,Reversed,0,134000.9
TXN100864,CUST1425,Victoria Thomas,kimberlyfreeman@example.net,2025-12-15,10-07-2025,N/A,JPY,Transfer,Education,Cash,RCBC,United States,Failed,,140384.69
TXN105609,CUST1475,Lisa Stanley,jtyler@example.com,2022-10-05,18-03-2026,74.19,SGD,,Others,GCash,,Philippines ,COMPLETED,No,202883.49
TXN105849,CUST1570,Jessica Rojas,gonzalezjill@example.org,2024-04-30,09/26/2025,2523.24,PHP ,Deposit,,credit card,Landbank,Japan,failed,FALSE,54762.35
TXN100116,CUST1302,Nathan Chavez,evanslisa@example.org,2022-08-01,2024/11/06 07:24,804.72,JPY,Deposit,ATM Withdrawal,PayMaya,Metrobank,US,,FALSE,142730.26
TXN104705,CUST1614,Mario Young,lisa46@example.org,2025-10-22,05/26/2023,-220.2,USD,Refund,,Credit Card  ,DBS,PHL  ,failed,Yes,32072.84
TXN103676,CUST1258,Kara Atkinson,meredith27@example.org,2024-06-21,2025/06/18 11:27,413.42,Php,Withdrawal,othr,PayMaya,OCBC,USA,,Yes,84410.03
TXN101903,CUST1548,  Alejandro Martinez  ,BARBARASANTOS@EXAMPLE.NET,2023-02-12,01/10/2023,237.05,PHP ,Purchase,Dining,Credit Card,Chase,United States,failed,,32517.3
TXN100298,CUST1457,Mikayla Rodriguez,jacobconrad@example.com,2023-04-05,26/12/23,1021.76,PHP,Deposit,GROCERIES,credit card,Metrobank,Japan,COMPLETED,,216444.03
TXN100371,CUST1645,Katherine White,jeanettekrause@example.org,2022-12-02,"March 24, 2023",559.51,,Deposit,othr,Cash,DBS,Singapore,completed,,145356.79
TXN101899,CUST1001,Javier Johnson,jesseguzman@example.net,2023-03-15,"April 18, 2023",2030.65,PHP ,Withdrawal,Utilities,Cash,Metrobank,PH,COMPLETED,,76783.12
TXN101293,CUST1420,Susan Powers,megan82@example.com,2022-11-05,2025/06/22 16:18,344.65,SGD,purchase,Electronics,credit card,Chase,Singapore  ,Completed,FALSE,
TXN100266,CUST1427,Anita Mendez,epowell@example.com,2022-07-09,2023/11/09 13:19,N/A,Php,Fee,Investment,cash,Landbank,PHL,Pending,No,91385.33
TXN100160,CUST1828,Robert Martinez,miaprice@example.com,2025-10-01,2025/12/20 11:49,,USD,Deposit,Investment,PayMaya,,Philippines ,Completed,,126032.5
TXN101784,CUST1842,Jerry Wright,emiller@example.org,2025-07-21,26-07-2024,518.93,JPY,Withdrawal,Electronics,credit card,BDO,Philippines ,Pending,0,68363.65
TXN104950,CUST1288,Tony Le,mwheeler@example.com,2022-11-17,10/21/2024,112.05,USD,Transfer,Entertainment,GCash,Chase,SG,completed,0,227600.31
TXN105519,CUST1215,Todd Fischer,carriemorales@example.org,2022-08-30,12/08/25,458.27,Php,Transfer,Education,e-wallet,Chase,PHL,Pending,No,157231.56
TXN101029,CUST1458,Cheryl Morgan,owilliams@example.net,2024-07-25,2026/06/17 16:37,748.26,SGD,Withdrawal,Insurance,,Landbank,US,Completed,0,63970.7
TXN100519,CUST1400,  Shannon Stone  ,buchanancindy@example.net,03/28/2025,"February 14, 2023",-431.53,JPY,Refund,Subscriptions,,Landbank,PHL,COMPLETED,1,127113.2
TXN105710,CUST1312,Kathleen Cohen,cmckinney@example.com,2023-02-02,06-10-2023,₱214.31,SGD,Deposit,,Bank Transfer,BDO,Singapore,failed,FALSE,241846.13
TXN102446,CUST1261,Chelsea Gill,timothybooth@example.com,2023-07-26,23-12-2023,,JPY,REFUND,Investment,e-wallet,DBS,Philippines ,,0,129034.17
TXN103114,CUST1480,Patricia Robertson,stucker@example.net,2023-03-07,"December 20, 2025",₱-110.47,USD  ,Refund,ATM Withdrawal,GCash,,Philippines ,Reversed  ,,117113.14
TXN103999,CUST1467,Michael Gonzalez,tonyavega@example.org,2025-06-10,05/18/2023,-584.66,PHP ,Refund,Travel,e-wallet,OCBC,Philippines  ,failed,0,243436.19
TXN101914,CUST1825,Travis Stewart,pwells@example.com,2025-07-31,27/05/24,-825.30,PHP ,Refund,Travel,cash,UnionBank,SG,failed,0,136314.05
TXN105808,CUST1631,  Michelle Harris  ,udavis@example.net,2024-10-09,"June 02, 2026",-6037.32,PHP,REFUND,Others  ,Bank Transfer,RCBC,US,Completed,0,224372.03
TXN105818,CUST1304,Crystal Sullivan,jacobsandoval@example.com,2022-08-10,28/01/25,6251.39,JPY,,othr,credit card,,Singapore,completed,TRUE,109028.55
TXN104253,CUST1741,Matthew Davis,kcaldwell@example.net,2024-02-10,08/05/2025,-1780.21,JPY,REFUND,Subscriptions,e-wallet,Chase,JP,COMPLETED,1,45992.63
TXN101609,CUST1531,Bruce Palmer,nancy94@example.net,2024-01-20,11/03/25,-159.86,Php  ,REFUND,othr,credit card  ,UnionBank,PHL,,,16109.93
TXN104254,CUST1433,Matthew Johnson,KELSEY90@EXAMPLE.NET,2025-12-26,2026/03/29 18:40,337.38,PHP,Purchase,Utilities,GCash,RCBC,US,completed,TRUE,202513.73
TXN102923,CUST1410,Andre Watson,ethompson@example.net,2024-06-07,2026/01/12 01:56,1202.64,Php,Fee,Education,e-wallet,DBS,PH,Reversed,,222514.18
TXN104827,CUST1888,Edgar Alexander,goconnor@example.org,2024-10-07,21/02/24,1229.78,PHP ,,Subscriptions,Debit Card,DBS,PHL,Completed,,217254.93
TXN100395,CUST1019,Joseph Martinez,calebsmith@example.net,2023-04-24,26/02/24,-516.91,JPY,REFUND,Government Fees,DEBIT CARD,BDO,US,Completed,No,180705.6
TXN100094,CUST1773,Barbara Hunt,brucefrancisco@example.org,2023-01-06,2026/05/18 16:25,N/A,JPY  ,Purchase,P2P Transfer  ,e-wallet,,PHL,,No,163164.33
TXN103925,CUST1606,Peter Farrell,singhjohn@example.net,2025-09-30,07/12/24,152.99,php,Purchase,Entertainment,e-wallet,Chase,SG,failed,,5590.2
TXN104971,CUST1089,Charles Brown,brooke94@example.com,2022-12-09,05-12-2023,3800.71,PHP ,purchase,Subscriptions,GCash,,Singapore,failed,0,6830.19
TXN101785,CUST1362,  Debbie Ewing  ,cranemelissa@example.net,2025-02-14,"July 23, 2023",,USD,REFUND,Utilities,DEBIT CARD,,SG,Reversed,1,2091.57
TXN101983,CUST1531,Bruce Palmer,nancy94@example.net,2024-01-20,2023-02-11,-1159.63,SGD,REFUND,groceries,Bank Transfer,Metrobank,,,,143116.11
TXN101936,CUST1251,Kim Morrow,stevenmoore@example.org,2025-10-14,23-06-2023,-68.62,Php,REFUND,Fuel,GCash,RCBC,Japan,completed,0,100475.69
TXN103364,CUST1456,Rebecca Kelley,jacqueline02@example.com,2022-12-30,"May 17, 2024",20093.05,,Withdrawal,Investment,credit card,Chase,PH,completed,,42525.92
TXN100901,CUST1186,James Gonzales,lmorgan@example.com,2024-12-04,"April 03, 2023",654.96,USD,Transfer,Others,PayMaya,Landbank,Philippines,Reversed,FALSE,226656.14
TXN104225,CUST1413,Tracy Fleming,pbuck@example.org,2024-08-10,2026/06/26 15:12,720.91,,purchase,,DEBIT CARD,BDO,US,failed,FALSE,202774.81
TXN104027,CUST1563,Maria Clayton,josehenderson@example.org,2024-04-24,09-09-2023,678.42,php,Withdrawal,GROCERIES,credit card,UnionBank,US,Failed,0,126015.55
TXN101033,CUST1367,Carrie Lewis,joshuagriffin@example.org,2022-08-17,2024/03/29 00:35,68.4,PHP,,ATM Withdrawal,credit card,OCBC,JP,Failed,,49426.38
TXN104700,CUST1041,Sierra Johnson,kimberly63@example.com,2023-01-23,01/23/2026,1019.7,SGD,purchase,GROCERIES,Cash,Landbank,US,,FALSE,145200.51
TXN104945,CUST1335,Matthew Wright,KIMBERLY04@EXAMPLE.ORG,2024-04-25,2025/11/29 20:37,2530.4,JPY,Purchase,Healthcare,cash,Chase,Japan,Reversed,No,85212.47
TXN105731,CUST1672,Eric Sullivan,jenningscandace@example.com,2023-08-26,09/01/25,213.14,USD,Transfer,Dining,GCash,RCBC,Singapore,failed,0,
TXN104360,CUST1383,Cynthia Haas,daisymccarty@example.net,2024-11-06,"April 05, 2024",-5550.97,php,Refund,Travel,GCash,Metrobank,Japan,,0,146911.7
TXN100604,CUST1680,Nathan Tucker,iproctor@example.org,2022-12-26,2023/05/06 02:12,110.36,,Withdrawal,Entertainment,Credit Card  ,OCBC,,Pending,0,148291.41
TXN104393,CUST1661,Kirsten Nelson,audrey21@example.com,2024-08-25,"November 15, 2025",-445.89,Php,Refund,Education,DEBIT CARD,DBS,United States,Pending,FALSE,26878.28
TXN100881,CUST1666,Susan Myers,kristina57@example.com,2022-08-11,09/09/2024,"2,203.11",PHP,Transfer,,Cash,OCBC,JP,Reversed,FALSE,147148.46
TXN105175,CUST1320,Sharon Martinez DVM,dustinmorris@example.org,2025-03-03,2025/02/25 05:35,2998.91,USD,Fee,dining ,Credit Card,DBS,USA,completed,0,112806.01
TXN102804,CUST1707,Nicholas Waters,mosleyeduardo@example.net,2022-07-05,16-12-2024,-1269.83,SGD,Refund,Education,,Chase,Singapore,Reversed,,127676.66
TXN101431,CUST1350,Roger Duncan,,2023-04-15,"September 26, 2025",1425.4,,,Others,Bank Transfer,UnionBank,PHL,failed,FALSE,107186.53
TXN105875,CUST1240,ELIZABETH MENDEZ,susanmendoza@example.com,2025-02-13,02/03/2023,1931.64,SGD,purchase,Electronics,credit card,,JP,COMPLETED,,249038.63
TXN105135,CUST1045,Mrs. Linda Reed,samuel81@example.com,2025-08-26,02-01-2026,1412.24,php,Withdrawal,Investment,credit card,Metrobank,JP,Pending,No,61704.97
TXN103650,CUST1466,STEPHANIE FERGUSON,hstokes@example.org,2022-08-05,2023/10/25 11:00,-1752.86,Php,Refund,Electronics,DEBIT CARD,OCBC,Japan,completed,0,26567.84
TXN103727,CUST1011,Brenda Snyder PhD,hernandezernest@example.net,2023-12-25,"March 24, 2026",-1793.46,JPY,REFUND,Fuel,,RCBC,,Failed,0,182763.41
TXN104277,CUST1775,Mark Jones,katiewhite@example.org,2024-08-07,18/03/24,-207.59,PHP ,Refund,Fuel,GCash,DBS,US,Failed,0,219140.34
TXN104244,CUST1888,Edgar Alexander,goconnor@example.org,2024-10-07,10/08/2025,4193.68,USD,,Investment,Bank Transfer,Landbank,US,completed,FALSE,35170.5
TXN100112,CUST1658,Felicia Small,meyerdonna@example.com,2022-08-01,"December 10, 2025",404.35,,purchase,Utilities,Bank Transfer,Metrobank,,Failed,0,96581.88
TXN102365,CUST1711,Ryan Hodges,deborah28@example.org,11/21/2025,08/16/2023,519.7,Php,purchase,Others,PayMaya,BDO,US,Failed,1,22133.29
TXN101321,CUST1025,Kimberly Smith,housemelinda@example.org,12/05/2023,18/06/23,1640.26,SGD,purchase,Entertainment,e-wallet,RCBC,Philippines,,No,
TXN105746,CUST1293,Nicholas Hahn,samuelcarter@example.net,2022-09-30,2026/03/02 05:42,442.04,PHP,Transfer,Electronics,PayMaya,DBS,Philippines ,Pending,0,73017.26
TXN102576,CUST1149,CASEY JAMES,vincentwhitaker@example.com,2022-10-04,"September 01, 2024",2217.51,PHP,Fee,Utilities,DEBIT CARD,,Philippines ,COMPLETED,,68916.12
TXN100947,CUST1721,Gabriela Martinez,katherinejackson@example.com,2024-06-10,2023/09/22 14:38,426.66,JPY,Purchase,Groceries,,BPI,JP,Pending,TRUE,223550.43
TXN105224,CUST1163,Brittany Miller,sabrinacollins@example.net,2024-12-12,03-03-2024,239.4,PHP ,Deposit,Investment,,BDO,,Failed,,207309.83
TXN101587,CUST1731,Erika Gonzalez,jerry15@example.org,2022-11-06,2024/09/27 05:34,2262.43,SGD  ,Withdrawal,groceries,e-wallet,BDO,PHL,failed,No,8420.07
TXN105364,CUST1490,Matthew Hunt,jackjensen@example.com,2023-03-09,03/27/2026,,,Refund,dining ,Credit Card,RCBC,Japan,COMPLETED,,107749.16
TXN101177,CUST1619,Brooke Jones,whitemary@example.org,2025-01-18,2023-03-29,-1230.77,SGD,Refund,GROCERIES,Bank Transfer,Metrobank,Philippines ,completed,,138348.99
TXN102641,CUST1059,Gary Owens,clarkrobert@example.net,2025-10-25,05/14/2023,846.6,PHP  ,Transfer,,Cash,Chase,SG,Reversed,,227436.32
TXN105642,CUST1553,JENNIFER WHITE,martinezjimmy@example.com,2025-10-17,03/02/2023,,PHP ,,Electronics,GCash,DBS,PH,Failed,,208140.33
TXN102592,CUST1561,ADAM WEEKS,xevans@example.com,2025-04-18,2025/11/14 07:21,640.78,USD,Fee,Entertainment,DEBIT CARD,OCBC,Singapore,failed,,228751.32
TXN105723,CUST1412,Cindy Walker,ericaadams@example.com,2024-04-19,06/06/2025,"₱4,825.56",PHP,Purchase,othr,cash,,SG,Failed,,139636.48
TXN100630,CUST1113,Laura Haney,andrew64@example.org,2024-06-26,"November 09, 2024",-30738.0,PHP ,Refund,ATM Withdrawal,Cash,Chase,PH,Reversed,0,133026.8
TXN104300,CUST1096,SEAN MURRAY,LOPEZMICHAEL@EXAMPLE.COM,2024-09-10,2025/04/02 04:50,-516.76,,Refund,Investment,Credit Card,UnionBank,PHL,Pending,No,207252.45
TXN104748,CUST1018,Jenny Lewis,jenniferross@example.net,2024-10-11,03/27/2024,669.83,PHP ,Withdrawal,Entertainment,Bank Transfer,Metrobank,SG,completed,,114258.57
TXN103260,CUST1426,Anthony Hayes,kathleenjackson@example.org,2024-03-20,2023/05/28 18:43,552.68,,Purchase,GROCERIES,Bank Transfer,Metrobank,Philippines,completed,FALSE,81464.41
TXN104617,CUST1322,Anna Robertson,heather57@example.com,08/26/2023,13-10-2023,-155.98,PHP,Refund,Travel,credit card,Chase,PHL,Reversed,,10343.26
TXN100333,CUST1279,Sarah Rhodes,patrick21@example.net,2025-02-10,30-12-2024,912.00,USD,,dining ,,Metrobank,Japan,completed,FALSE,157113.16
TXN103432,CUST1334,Brian Goodwin,bbell@example.com,2025-04-09,2026-06-13,-795.82,SGD,REFUND,Groceries  ,Credit Card,RCBC,US,completed,FALSE,236621.47
TXN103591,CUST1439,Sara Caldwell,stacychan@example.org,2025-01-13,2025-01-16,448.51,JPY,purchase,Insurance,GCash,RCBC,JP,failed,,49933.62
TXN103477,CUST1299,Kristin Watts,seanmyers@example.net,07/25/2024,2025/02/26 18:31,173.22,php,Fee,Entertainment,cash,Landbank,JP,Completed,,145267.02
TXN102683,CUST1056,Jill Moore,wcole@example.org,2025-06-11,2025/01/07 00:22,1049.48,JPY,Purchase,Insurance,e-wallet,OCBC,US,failed,No,157193.6
TXN103380,CUST1457,Mikayla Rodriguez,jacobconrad@example.com,2023-04-05,12/07/2025,5153.25,php,Transfer,P2P Transfer,cash,BPI,United States,,No,6661.98
TXN101614,CUST1800,JERRY FARRELL,,2024-06-14,03/15/2024,80.65,USD,Deposit,ATM Withdrawal,Cash,,USA,Pending,No,141070.39
